
1		96.9832	430.033	610.543	772.155	913.374	1048.81	1277.37	1470.76	1653.7	1954.97	2225.43	2471.51	3077.44	3602.28	
2		97.6504	432	609.501	768.012	911.573	1037.5	1270.82	1464.44	1645.95	1957.15	2235.85	2478.63	3060.53	3576.32	
3		96.6711	436.629	616.853	779.799	929.011	1056.54	1287.28	1467.94	1652.91	1948.45	2219.93	2461.87	3075.98	3589.66	
4		96.216	427.892	611.504	763.016	906.93	1032.61	1270.98	1475.31	1654.31	1954.65	2235.28	2469.35	3063.81	3570.64	
5		97.3691	433.482	612.376	771.828	912.215	1039.66	1265.94	1468.75	1634.3	1943	2210.58	2449.84	3072.78	3584.09	
6		96.5207	429.956	607.76	760.739	905.351	1034.19	1266.97	1478.22	1652.46	1959.64	2223.64	2456.82	3073.6	3576.07	
7		96.126	433.185	612.387	771.976	914.714	1040.57	1271.84	1476.46	1655.06	1958.92	2224.15	2447.69	3075.97	3575.09	
8		97.0143	426.649	603.628	766.462	910.826	1038.82	1267.2	1463.52	1646.99	1959.5	2226.04	2463.28	3073.94	3575.61	
9		97.1519	435.597	611.009	766.239	911.3	1041	1263.49	1463.73	1652.91	1957.39	2218.3	2457.81	3073.06	3575.82	
10		96.5894	432.535	602.712	766.199	923.486	1050.89	1278.34	1472.37	1658.82	1954.63	2222.4	2464.15	3063.2	3573.17	
11		96.5675	428.995	606.487	761.166	901.851	1029.24	1265.77	1467.11	1656.35	1966.35	2230.53	2462.04	3059.29	3585.83	
12		96.7057	432.386	608.879	770.267	908.885	1040.21	1270.84	1472.77	1644.93	1954.37	2226.03	2445.08	3065.59	3575.49	
13		96.5073	431.915	610.009	768.769	914.069	1044.75	1280.32	1476.57	1661.26	1957.47	2219.83	2456.16	3080.59	3589.14	
14		96.0349	429.864	605.738	768.708	907.459	1044.93	1279.48	1475.38	1655.98	1964.65	2225.54	2457.96	3058.13	3578.03	
15		96.1597	430.594	611.397	766.493	905.875	1040.56	1271.78	1472.23	1645.87	1961.11	2211.5	2460.27	3062.86	3580.67	
16		98.1989	432.88	612.639	765.303	910.436	1043.06	1269.98	1473.93	1650.32	1954.33	2219.98	2461.05	3065.24	3569.11	
17		97.9323	434.99	612.085	773.042	910.074	1038.93	1260.66	1462.2	1646.97	1954.51	2227.33	2456.67	3069.19	3574.61	
18		96.3861	429.107	612.398	771.476	908.545	1037.44	1273.7	1472.55	1647.14	1955.34	2235.57	2455.68	3075.45	3583.26	
19		97.9441	433.049	609.963	767.738	911.557	1044.91	1275.58	1464.61	1640.88	1955.49	2211.67	2467.75	3083.8	3579.55	
20		97.0566	427.867	606.398	764.781	910.623	1038.7	1272.36	1466.72	1638.18	1970.31	2221.6	2464.28	3063.48	3577.83	
21		97.3982	431.95	608.065	768.008	907.686	1039.56	1267.55	1465.58	1630.61	1937.86	2217.37	2456.08	3068.64	3589.49	
22		97.9403	435.521	606.256	764.952	902.846	1040.09	1274.54	1478.78	1647.68	1960.15	2213.26	2470.54	3057.21	3563.68	
23		97.6104	439.791	620.989	775.823	913.403	1041.54	1268.51	1466.07	1650.61	1955.43	2218.74	2459.69	3064.08	3580.67	
