
1		1.05961	1.34015	1.49503	1.6629	1.86013	2.03314	2.43772	2.87264	3.27688	4.17277	5.03512	5.88354	8.53943	11.097	
2		1.04592	1.33022	1.50159	1.68104	1.86327	2.07497	2.46171	2.89675	3.30995	4.16403	4.97927	5.84313	8.62146	11.2535	
3		1.06628	1.30277	1.46836	1.63435	1.80016	2.00112	2.40186	2.87735	3.27381	4.1904	5.0524	5.91925	8.55732	11.1701	
4		1.07686	1.35368	1.49064	1.70164	1.88308	2.09198	2.45521	2.85483	3.27348	4.17194	4.99058	5.88817	8.62182	11.2946	
5		1.05109	1.31953	1.48571	1.66435	1.8658	2.06567	2.47813	2.87728	3.35283	4.22167	5.0998	5.98294	8.5703	11.2099	
6		1.07098	1.34233	1.51103	1.7127	1.88706	2.08491	2.47294	2.84231	3.27355	4.15215	5.04541	5.95358	8.56705	11.2603	
7		1.07536	1.32039	1.48908	1.6652	1.85333	2.06292	2.45084	2.84969	3.26925	4.14824	5.02934	5.99199	8.55035	11.2665	
8		1.05919	1.35938	1.52723	1.68327	1.86014	2.07234	2.47379	2.90011	3.29912	4.16057	5.0367	5.90943	8.56871	11.2424	
9		1.05671	1.30641	1.49459	1.68932	1.86624	2.0616	2.48743	2.89853	3.27841	4.15944	5.06855	5.9553	8.57714	11.2619	
10		1.06737	1.32615	1.53388	1.68956	1.82058	2.02271	2.4316	2.86637	3.25467	4.16286	5.05219	5.91824	8.62164	11.2682	
11		1.06702	1.34799	1.51737	1.71206	1.90535	2.10656	2.48002	2.87947	3.26375	4.12129	5.01691	5.92027	8.65093	11.1888	
12		1.06383	1.32419	1.50327	1.67275	1.87339	2.06103	2.46036	2.8621	3.2969	4.16805	5.03237	5.99761	8.6136	11.2578	
13		1.06941	1.32873	1.50028	1.68056	1.85619	2.0448	2.42586	2.85207	3.25067	4.15968	5.06109	5.96174	8.5318	11.1733	
14		1.08007	1.341	1.51892	1.67684	1.87944	2.046	2.42819	2.85316	3.2708	4.13273	5.03535	5.9323	8.65386	11.2359	
15		1.07691	1.33623	1.49172	1.68703	1.88671	2.06343	2.45624	2.86068	3.30126	4.14709	5.09123	5.93474	8.61417	11.2211	
16		1.03522	1.32379	1.48633	1.69184	1.86766	2.05369	2.46268	2.86362	3.28787	4.17327	5.0538	5.93807	8.62099	11.299	
17		1.04101	1.31119	1.48949	1.65974	1.87346	2.06977	2.49556	2.90071	3.29778	4.17067	5.02126	5.94094	8.59877	11.2591	
18		1.07053	1.34676	1.48968	1.66645	1.88013	2.07842	2.44942	2.85936	3.30462	4.17306	4.9961	5.95424	8.54698	11.2	
19		1.04051	1.32264	1.4997	1.68054	1.86622	2.04712	2.44292	2.89336	3.32359	4.17122	5.09793	5.89537	8.51056	11.2384	
20		1.0579	1.35307	1.51648	1.69351	1.8667	2.06652	2.45693	2.88936	3.33715	4.10692	5.04739	5.91844	8.62728	11.2441	
21		1.05157	1.32841	1.50883	1.68229	1.88349	2.06536	2.47391	2.89346	3.3647	4.23956	5.07271	5.94689	8.5881	11.1661	
22		1.04123	1.30834	1.51897	1.69622	1.90036	2.06515	2.44821	2.84502	3.29222	4.14438	5.08164	5.88818	8.65904	11.3334	
23		1.04675	1.28257	1.4495	1.65056	1.86137	2.06287	2.47309	2.88495	3.27967	4.16451	5.05823	5.92368	8.61314	11.221	
24		1.08728	1.30187	1.48299	1.63504	1.82751	2.02399	2.47878	2.86584	3.31711	4.17757	5.06245	5.90704	8.53611	11.2701	
25		1.0776	1.32908	1.49862	1.67984	1.87334	2.09458	2.49936	2.92257	3.3036	4.17584	4.96327	5.87499	8.56779	11.2547	
26		1.0393	1.30589	1.50337	1.68101	1.86119	2.05154	2.43655	2.90084	3.32986	4.17476	5.02475	5.94191	8.56829	11.1625	
27		1.04913	1.29324	1.49935	1.68341	1.86581	2.06365	2.4767	2.87607	3.2917	4.12083	5.02566	5.94927	8.62842	11.1603	
28		1.07443	1.32838	1.48573	1.64898	1.84286	2.02882	2.4549	2.87474	3.27082	4.154	5.0231	5.86967	8.53289	11.2673	
29		1.06124	1.3137	1.49194	1.70423	1.87916	2.07156	2.46864	2.91785	3.27806	4.14872	5.00988	5.91805	8.55887	11.2727	
30		1.04424	1.3235	1.48081	1.66493	1.90134	2.07895	2.48527	2.88856	3.28244	4.15786	5.06826	5.88391	8.49153	11.1968	
31		1.05285	1.32905	1.4988	1.68138	1.88407	2.06198	2.46831	2.88967	3.32762	4.24202	5.03192	5.91214	8.63398	11.3342	
32		1.05273	1.33231	1.5282	1.70534	1.87628	2.0713	2.44753	2.86426	3.29067	4.19215	5.06508	5.85727	8.64203	11.316	
33		1.04633	1.33781	1.50602	1.68571	1.86174	2.07658	2.49209	2.87228	3.25152	4.10722	4.98659	5.8529	8.57641	11.2453	
