
55		0.05		8.31805	1.17531	0.888414	
55		0.05		0	0	nan	
55		0.05		0	0	nan	
111		0.1		0	0	nan	
166		0.15		0	0	nan	
222		0.2		0	0	nan	
55		0.05		0	0	nan	
111		0.1		0	0	nan	
166		0.15		0	0	nan	
222		0.2		0	0	nan	
55		0.05		0	0	nan	
111		0.1		0	0	nan	
166		0.15		0	0	nan	
222		0.2		0	0	nan	
55		0.05		0	0	nan	
111		0.1		0	0	nan	
166		0.15		0	0	nan	
222		0.2		0	0	nan	
