
1		1.00004	1.00004	1.00004	0.997474	
2		1.00004	1.00004	1.00004	0.997474	
3		1.00004	1.00004	1.00004	0.997474	
4		1.00004	1.00004	1.00004	0.997474	
5		1.00004	1.00004	1.00004	0.982931	
6		1.00004	1.00004	1.00004	0.982931	
7		1.00004	1.00004	1.00004	0.982931	
8		1.00004	1.00004	1.00004	0.982931	
9		1.00004	1.00004	1.00004	0.982931	
10		1.00004	1.00004	1.00004	0.982931	
11		1.00004	1.00004	1.00004	0.982931	
12		1.00004	1.00004	1.00004	0.982931	
13		1.00004	1.00004	1.00004	0.982931	
14		1.00004	1.00004	1.00004	0.982931	
15		1.00004	1.00004	1.00004	0.982931	
16		1.00004	1.00004	1.00004	0.982931	
17		1.00004	1.00004	1.00004	0.982931	
18		1.00004	1.00004	1.00004	0.982931	
19		1.00004	1.00004	1.00004	0.982931	
20		1.00004	1.00004	1.00004	0.982931	
21		1.00004	1.00004	1.00004	0.982931	
22		1.00004	1.00004	1.00004	0.982931	
23		1.00004	1.00004	1.00004	0.982931	
24		1.00004	1.00004	1.00004	0.982931	
25		1.00004	1.00004	1.00004	0.982931	
26		1.00004	1.00004	1.00004	0.982931	
27		1.00004	1.00004	1.00004	0.982931	
28		1.00004	1.00004	1.00004	0.982931	
29		1.00004	1.00004	1.00004	0.982931	
30		1.00004	1.00004	1.00004	0.982931	
31		1.00004	1.00004	1.00004	0.982931	
32		1.00004	1.00004	1.00004	0.982931	
33		1.00004	1.00004	1.00004	0.982931	
34		1.00004	1.00004	1.00004	0.982931	
35		1.00004	1.00004	1.00004	0.982931	
36		1.00004	1.00004	1.00004	0.982931	
37		1.00004	1.00004	1.00004	0.982931	
38		1.00004	1.00004	1.00004	0.982931	
39		1.00004	1.00004	1.00004	0.982931	
40		1.00004	1.00004	1.00004	0.982931	
41		1.00004	1.00004	1.00004	0.982931	
42		1.00004	1.00004	1.00004	0.982931	
43		1.00004	1.00004	1.00004	0.982931	
44		1.00004	1.00004	1.00004	0.982931	
45		1.00004	1.00004	1.00004	0.982931	
46		1.00004	1.00004	1.00004	0.982931	
47		1.00004	1.00004	1.00004	0.982931	
48		1.00004	1.00004	1.00004	0.982931	
49		1.00004	1.00004	1.00004	0.982931	
50		1.00004	1.00004	1.00004	0.982931	
51		1.00004	1.00004	1.00004	0.982931	
52		1.00004	1.00004	1.00004	0.982931	
53		1.00004	1.00004	1.00004	0.982931	
54		1.00004	1.00004	1.00004	0.982931	
55		1.00004	1.00004	1.00004	0.982931	
56		1.00004	1.00004	1.00004	0.982931	
57		1.00004	1.00004	1.00004	0.982931	
58		1.00004	1.00004	1.00004	0.982931	
59		1.00004	1.00004	1.00004	0.982931	
60		1.00004	1.00004	1.00004	0.982931	
61		1.00004	1.00004	1.00004	0.982931	
62		1.00004	1.00004	1.00004	0.982931	
63		1.00004	1.00004	1.00004	0.982931	
64		1.00004	1.00004	1.00004	0.982931	
65		1.00004	1.00004	1.00004	0.982931	
66		1.00004	1.00004	1.00004	0.982931	
67		1.00004	1.00004	1.00004	0.982931	
68		1.00004	1.00004	1.00004	0.982931	
69		1.00004	1.00004	1.00004	0.982931	
70		1.00004	1.00004	1.00004	0.982931	
71		1.00004	1.00004	1.00004	0.982931	
72		1.00004	1.00004	1.00004	0.982931	
73		1.00004	1.00004	1.00004	0.982931	
74		1.00004	1.00004	1.00004	0.982931	
75		1.00004	1.00004	1.00004	0.982931	
76		1.00004	1.00004	1.00004	0.982931	
77		1.00004	1.00004	1.00004	0.982931	
