0.03	0.007071068
0.028	0.002738613
0.028	0.003800585
0.036	0.013761359
0.036	0.004898979
0.051666667	0.018104634
0.065428571	0.025622853
0.07725	0.008900492
0.094666667	0.03690495
0.151	0.051366331
0.265090909	0.071297306
0.479833333	0.18226145
0.739230769	0.169648959
0.839857143	0.156903552
0.941333333	0.025328947
0.948375	0.019924663
0.975882353	0.013407378
0.981555556	0.008392383
0.988842105	0.004330527
0.9923	0.009141936
0.997142857	0.002564364
0.996	0.00425674
0.998782609	0.001166644
0.997666667	0.001200405
0.99576	0.004181866
0.998769231	0.000739822
0.99962963	0.0006415
0.999785714	0.000319438
0.999448276	0.000393164
0.999933333	0.000149071
1	0
1	0
1	0
